hackerspace,timestamp,open
base48,1369162721,TRUE
base48,1379369115,FALSE
base48,1379417236,TRUE
base48,1379427525,FALSE
base48,1379444410,TRUE
base48,1379459319,FALSE
base48,1379482834,TRUE
base48,1379544746,FALSE
base48,1379588980,TRUE
base48,1379625384,FALSE
base48,1379881609,TRUE
base48,1379882523,FALSE
base48,1379936025,TRUE
base48,1379938932,FALSE
base48,1379940972,TRUE
base48,1379978354,FALSE
base48,1380035609,TRUE
base48,1380036265,FALSE
base48,1380040088,TRUE
base48,1380059526,FALSE
base48,1380128554,TRUE
base48,1380144004,FALSE
base48,1380213067,TRUE
base48,1380219223,FALSE
base48,1380221859,TRUE
base48,1380226586,FALSE
base48,1380282237,TRUE
base48,1380288330,FALSE
base48,1380378405,TRUE
base48,1380385248,FALSE
base48,1380460883,TRUE
base48,1380468779,FALSE
base48,1380563333,TRUE
base48,1380576182,FALSE
base48,1380653011,TRUE
base48,1380656795,FALSE
base48,1380732866,TRUE
base48,1380748341,FALSE
base48,1380913011,TRUE
base48,1380920787,FALSE
base48,1380971120,TRUE
base48,1380979044,FALSE
base48,1380993675,TRUE
base48,1381016088,FALSE
base48,1381075341,TRUE
base48,1381091987,FALSE
base48,1381249418,TRUE
base48,1381268009,FALSE
hackerdeen,1380659377,FALSE
hackerdeen,1380903709,TRUE
hackerdeen,1380914215,FALSE
hackerdeen,1380976881,TRUE
hackerdeen,1380997000,FALSE
hackerdeen,1380997621,TRUE
hackerdeen,1381001824,FALSE
hackerdeen,1381064203,TRUE
hackerdeen,1381081091,FALSE
hackerdeen,1381246509,TRUE
hackerdeen,1381263375,FALSE
hackerdeen,1381510642,TRUE
hackerdeen,1381524699,FALSE
hackerdeen,1381577095,TRUE
hackerdeen,1381593010,FALSE
hackerdeen,1381857903,TRUE
hackerdeen,1381907521,FALSE
hackerdeen,1382202350,TRUE
hackerdeen,1382225767,FALSE
hackerdeen,1382460879,TRUE
hackerdeen,1382471770,FALSE
hackerdeen,1382631187,TRUE
hackerdeen,1382647445,FALSE
hackerdeen,1382721099,TRUE
hackerdeen,1382742235,FALSE
hackerdeen,1382796118,TRUE
hackerdeen,1382809341,FALSE
hackerdeen,1382886640,TRUE
